brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Maruti,Dzire,2008,Manual,39398,CNG,1313,22.5,2.0,120000.0
Maruti,Ciaz,2011,Automatic,119609,CNG,15941,22.8,2.0,373499.81
Honda,Civic,2017,Automatic,205879,Petrol,7327,10.9,1.8,644207.86
Toyota,Camry,2012,Manual,142385,Diesel,16086,23.8,2.0,582166.15
Honda,Amaze,2014,Manual,20303,Diesel,25454,23.9,1.0,517558.64
Honda,CR-V,2017,Manual,175386,Petrol,30567,11.3,1.2,355137.24
Honda,Amaze,2016,Automatic,45943,Petrol,13861,14.4,2.0,676116.33
Ford,Focus,2022,Manual,102895,CNG,11772,22.9,1.4,634298.96
Ford,Mondeo,2025,Manual,108944,Hybrid,25250,30.7,1.5,1022616.67
Hyundai,Verna,2012,Manual,192442,CNG,9410,10.5,1.8,250948.7
Honda,CR-V,2026,Manual,219883,Petrol,16947,11.4,1.8,1086624.11
Toyota,Corolla,2021,Automatic,158948,Petrol,1437,17.6,1.4,977322.03
Hyundai,Creta,2024,Automatic,154809,Petrol,18834,11.6,1.6,1011933.01
Honda,Civic,2022,Automatic,26637,Petrol,26236,26.0,1.8,1221205.05
Honda,City,2026,Manual,25612,CNG,17234,28.4,1.2,1173847.33
Maruti,Baleno,2014,Manual,212558,Petrol,31195,19.0,1.6,120000.0
Toyota,Corolla,2014,Manual,3183,Petrol,23043,16.3,1.5,650528.45
Honda,City,2012,Manual,186166,Hybrid,3180,28.8,2.0,446439.49
Maruti,Baleno,2014,Automatic,50420,Petrol,16509,31.1,1.4,428098.62
Maruti,Brezza,2026,Manual,188982,Petrol,31557,30.4,1.0,664394.85
Maruti,Baleno,2014,Automatic,110430,Hybrid,16097,23.4,1.4,409855.15
Maruti,Ciaz,2014,Automatic,148162,Diesel,5055,19.7,1.8,219680.31
Ford,Fiesta,2020,Manual,57656,Petrol,24955,18.1,1.0,556935.28
Maruti,Brezza,2011,Automatic,144664,Petrol,14708,22.4,2.0,120000.0
Hyundai,i20,2021,Manual,214474,Diesel,32201,16.0,1.8,706585.58
Ford,Puma,2008,Automatic,110898,Hybrid,14360,20.4,1.8,120000.0
Ford,Mondeo,2020,Automatic,67064,Petrol,21568,20.6,2.0,950127.27
Hyundai,Creta,2019,Automatic,117832,Diesel,33056,14.7,1.0,583908.75
Ford,Fiesta,2009,Manual,118572,Petrol,10792,29.1,1.5,120000.0
Ford,Focus,2016,Manual,110872,Petrol,10699,21.5,1.4,475408.08
Honda,City,2008,Automatic,177915,Petrol,12097,26.4,1.4,178229.68
Ford,Mondeo,2025,Automatic,100954,Petrol,20557,11.9,2.0,1070599.31
Hyundai,i10,2013,Manual,153741,Diesel,17413,15.8,2.0,242963.16
Ford,Focus,2025,Manual,71215,Hybrid,8377,19.2,1.2,1087241.33
Toyota,Yaris,2012,Manual,97765,Diesel,13582,27.5,1.2,428739.29
Hyundai,Creta,2025,Automatic,142553,Petrol,8622,11.4,1.5,959631.29
Maruti,Ciaz,2009,Manual,52068,Diesel,617,21.4,1.4,120000.0
Toyota,RAV4,2018,Manual,176865,Hybrid,23696,27.7,1.5,876241.89
Toyota,Yaris,2026,Manual,84764,Diesel,19992,26.4,1.0,1092770.51
Toyota,Corolla,2008,Automatic,145861,Petrol,3449,15.1,1.6,222811.11
Toyota,RAV4,2017,Automatic,20565,Petrol,8527,20.3,1.8,1145906.55
Honda,Amaze,2024,Manual,4786,Hybrid,33654,27.8,1.6,1339192.61
Hyundai,Creta,2025,Manual,34946,Petrol,19710,30.8,1.6,1135862.95
Ford,Mondeo,2017,Automatic,17222,Diesel,34991,25.9,2.0,717125.53
Toyota,Corolla,2014,Manual,39451,CNG,20031,32.0,1.8,702491.4
Honda,CR-V,2013,Manual,120142,CNG,34128,15.1,1.2,246882.22
Toyota,RAV4,2023,Manual,11920,Hybrid,15044,16.3,1.5,1353889.96
Toyota,Yaris,2017,Manual,121958,Petrol,11057,26.0,2.0,996212.97
Toyota,Corolla,2009,Automatic,121569,Hybrid,11653,12.7,1.6,532889.84
Ford,Kuga,2023,Manual,22612,Petrol,3869,14.8,1.8,958319.4
Honda,Amaze,2024,Automatic,74081,Petrol,6287,12.2,1.4,1142753.02
Ford,Focus,2012,Manual,205929,Petrol,24842,20.6,1.4,120000.0
Toyota,Yaris,2018,Automatic,52268,Diesel,6903,14.7,1.8,978128.33
Toyota,Prius,2022,Manual,199000,CNG,13660,12.3,1.2,989407.24
Honda,Amaze,2018,Automatic,37562,CNG,26083,21.3,1.2,913746.01
Hyundai,Tucson,2013,Manual,204996,Petrol,24143,23.3,1.0,120000.0
Maruti,Dzire,2023,Manual,139821,CNG,7915,29.2,1.2,548177.74
Hyundai,Tucson,2009,Manual,58810,Petrol,2902,23.6,1.0,149606.67
Toyota,Camry,2016,Manual,107353,Petrol,9295,26.9,1.2,615685.41
Honda,City,2022,Automatic,79449,Petrol,17849,20.1,1.4,914844.69
Honda,Amaze,2025,Automatic,106865,Diesel,28234,10.1,2.0,1163234.97
Maruti,Dzire,2015,Manual,58489,Diesel,12469,16.0,2.0,290062.53
Honda,Civic,2019,Automatic,48163,Petrol,13285,26.6,2.0,1041153.2
Hyundai,Verna,2011,Manual,84709,Diesel,24432,24.0,1.0,333939.16
Toyota,Prius,2014,Manual,208529,Petrol,1727,22.5,1.6,576335.44
Maruti,Baleno,2016,Automatic,11285,Diesel,26715,13.0,1.0,423289.01
Maruti,Dzire,2022,Manual,104756,Diesel,248,28.0,1.5,717211.2
Maruti,Swift,2018,Manual,213203,Petrol,22473,16.6,1.5,120000.0
Ford,Mondeo,2022,Manual,132769,Petrol,22491,28.7,1.8,689664.03
Ford,Kuga,2026,Manual,205726,Petrol,11399,20.4,1.8,806676.74
Maruti,Ciaz,2015,Manual,208371,Petrol,12206,25.3,2.0,120000.0
Toyota,Corolla,2014,Automatic,41903,Petrol,12904,25.2,1.0,510839.03
Maruti,Dzire,2022,Manual,46602,Petrol,542,13.7,1.4,887541.73
Honda,Amaze,2023,Manual,79052,Petrol,7985,26.3,1.5,1083817.76
Toyota,Camry,2016,Automatic,17710,Petrol,34451,18.4,1.5,997768.76
Toyota,RAV4,2016,Manual,201814,Hybrid,15702,21.8,1.8,628027.58
Hyundai,i20,2019,Automatic,4939,Petrol,32642,18.4,1.2,836388.18
Maruti,Ciaz,2016,Automatic,108408,Petrol,31074,20.0,1.2,210282.09
Ford,Focus,2023,Manual,96611,Petrol,4585,23.2,1.6,848849.45
Honda,City,2010,Manual,5258,Petrol,2604,21.1,1.8,436557.46
Ford,Kuga,2008,Manual,74498,Diesel,15146,20.7,1.5,152656.69
Toyota,Corolla,2016,Automatic,28835,Diesel,10836,17.0,1.5,1076726.16
Maruti,Baleno,2022,Manual,3007,Hybrid,34938,31.9,1.6,909348.15
Toyota,Corolla,2017,Manual,159553,CNG,32139,19.0,1.6,618013.2
Maruti,Brezza,2012,Automatic,15416,Hybrid,24535,12.5,1.2,384080.22
Honda,City,2008,Manual,72066,Petrol,26331,30.1,1.4,322241.25
Toyota,Camry,2020,Automatic,28656,Diesel,22967,20.4,1.4,1088557.4
Ford,Puma,2022,Automatic,98025,Petrol,10716,24.4,1.0,761744.52
Hyundai,Tucson,2009,Manual,114512,Hybrid,25582,16.3,2.0,247551.26
Toyota,RAV4,2026,Automatic,189284,Petrol,26468,16.1,1.8,1265049.45
Maruti,Ciaz,2018,Automatic,165189,Petrol,3533,31.2,1.4,331363.06
Hyundai,i10,2024,Automatic,69942,Petrol,7983,30.3,1.5,1239368.68
Toyota,Corolla,2024,Manual,25758,CNG,17672,13.9,1.2,1275801.6
Ford,Mondeo,2026,Manual,161813,Petrol,4743,21.4,2.0,1089799.89
Ford,Fiesta,2026,Manual,90053,Petrol,14711,30.8,2.0,1073475.42
Maruti,Swift,2024,Automatic,208190,CNG,15353,21.9,1.8,726610.71
Toyota,RAV4,2016,Manual,76155,Diesel,325,19.7,1.4,770174.33
Hyundai,Creta,2010,Automatic,166056,Petrol,28679,29.9,1.2,120000.0
Hyundai,i10,2012,Manual,189946,Diesel,5919,17.1,1.2,164740.35
Honda,City,2024,Manual,158761,Petrol,27498,17.2,1.6,922380.67
Ford,Mondeo,2012,Manual,107184,Petrol,31347,12.8,2.0,224289.26
Maruti,Swift,2008,Automatic,12733,Diesel,30835,21.6,1.4,279147.7
Ford,Fiesta,2024,Automatic,122506,CNG,25283,11.7,1.5,907878.65
Toyota,Yaris,2010,Manual,80742,Petrol,28056,23.9,1.2,302788.4
Hyundai,Tucson,2024,Automatic,57213,Petrol,10414,27.4,1.4,887572.38
Hyundai,Tucson,2023,Automatic,208812,Petrol,8139,23.4,1.8,826316.38
Hyundai,Tucson,2022,Manual,47989,Petrol,8271,12.2,1.2,994032.48
Honda,Amaze,2010,Manual,52258,Petrol,32269,14.3,2.0,626643.36
Ford,Puma,2023,Manual,77606,Hybrid,17940,15.9,1.0,729010.24
Honda,Jazz,2012,Automatic,36515,Petrol,5895,26.7,1.6,346681.56
Toyota,Corolla,2020,Automatic,52289,Diesel,15884,21.9,1.5,1109785.25
Maruti,Ciaz,2016,Manual,198298,Petrol,18170,16.6,1.2,216320.01
Toyota,Prius,2024,Manual,89210,Petrol,23920,25.0,1.4,1319346.98
Maruti,Baleno,2025,Automatic,196976,Petrol,10019,19.3,1.4,713356.39
Maruti,Brezza,2018,Automatic,5025,Petrol,8746,11.4,1.4,733491.32
Maruti,Dzire,2011,Manual,73868,Petrol,20899,19.3,1.0,181401.11
Maruti,Brezza,2008,Automatic,120005,Petrol,10460,14.2,1.5,120000.0
Maruti,Brezza,2026,Manual,161795,Petrol,23230,24.6,1.2,643865.84
Toyota,Corolla,2010,Manual,180046,Petrol,31386,14.6,1.0,120000.0
Maruti,Ciaz,2011,Manual,210285,Diesel,29482,26.7,1.4,120000.0
Hyundai,Tucson,2012,Manual,96735,Petrol,23694,20.9,1.4,233077.77
Honda,Civic,2026,Automatic,134800,Hybrid,12890,18.2,1.4,1181248.27
Maruti,Swift,2019,Automatic,74177,Diesel,11765,16.8,1.6,644433.84
Ford,Mondeo,2017,Manual,2753,Petrol,12003,13.0,1.4,623257.22
Hyundai,Verna,2020,Manual,93176,Diesel,33524,29.4,1.6,659828.39
Hyundai,i10,2014,Manual,209635,Hybrid,19000,28.3,2.0,419841.04
Ford,Fiesta,2012,Automatic,150239,Petrol,11442,23.3,2.0,312403.4
Hyundai,i10,2019,Automatic,72089,Hybrid,17703,22.3,1.2,740486.86
Toyota,Prius,2010,Automatic,186266,Petrol,9080,11.9,1.2,244434.42
Honda,Civic,2014,Manual,182938,Hybrid,6715,11.3,1.0,304373.62
Hyundai,i10,2016,Manual,171717,Petrol,32963,23.3,1.8,430188.45
Hyundai,i20,2012,Manual,112229,Petrol,20076,28.1,1.8,219008.46
Honda,Amaze,2014,Automatic,196807,Petrol,28722,10.8,1.0,347474.6
Ford,Focus,2023,Manual,128194,Petrol,17083,23.9,1.6,598415.05
Ford,Puma,2016,Automatic,108141,Diesel,14610,26.1,1.6,441605.98
Ford,Mondeo,2023,Automatic,217858,Petrol,13100,15.1,1.6,704538.83
Toyota,Prius,2015,Manual,69447,Hybrid,11206,24.7,2.0,972110.94
Ford,Puma,2023,Automatic,54716,Petrol,22349,11.1,1.5,871185.94
Maruti,Dzire,2020,Automatic,35434,Diesel,12155,25.0,1.4,637992.34
Toyota,Yaris,2014,Manual,116483,Petrol,34425,24.7,1.8,621969.28
Toyota,Prius,2017,Manual,96987,Petrol,5765,25.2,1.6,690009.01
Ford,Kuga,2009,Automatic,196012,Petrol,28431,26.6,1.4,120000.0
Ford,Kuga,2011,Manual,35257,Diesel,1342,23.7,1.8,335715.32
Ford,Fiesta,2026,Automatic,191741,Diesel,26770,13.8,2.0,1122824.8
Honda,City,2011,Manual,212267,Diesel,9341,30.4,1.6,157618.34
Honda,Amaze,2014,Manual,136959,Petrol,19933,26.2,1.0,213652.59
Honda,Jazz,2011,Automatic,102161,Petrol,24133,17.6,1.6,465604.3
Hyundai,Creta,2026,Manual,118686,Diesel,3219,17.2,2.0,1211595.11
Hyundai,i10,2023,Manual,153261,Petrol,14906,31.7,1.2,792212.67
Maruti,Baleno,2015,Manual,155950,Petrol,18983,21.6,1.4,174707.11
Hyundai,Verna,2015,Manual,192538,Petrol,32011,14.6,1.6,233524.53
Hyundai,Tucson,2026,Manual,38508,Diesel,480,30.3,1.5,1171440.58
Hyundai,i20,2019,Automatic,94153,Petrol,19776,24.7,1.0,654794.75
Toyota,RAV4,2023,Automatic,86746,Petrol,30334,31.6,1.5,1260515.76
Toyota,Camry,2020,Automatic,156219,Petrol,10449,30.3,1.0,906481.99
Maruti,Dzire,2020,Manual,7750,Petrol,22345,16.3,1.0,562765.53
Honda,Amaze,2008,Manual,210066,Petrol,22829,26.0,1.2,120000.0
Ford,Mondeo,2016,Automatic,84489,Petrol,25181,28.8,2.0,572503.43
Hyundai,Verna,2010,Manual,135704,Petrol,15102,15.1,1.2,120000.0
Ford,Mondeo,2018,Manual,84471,Petrol,25034,22.2,2.0,677709.32
Honda,CR-V,2010,Manual,86931,Petrol,14471,14.5,1.5,484975.98
Ford,Fiesta,2010,Manual,102766,Petrol,29485,15.0,2.0,120000.0
Toyota,Prius,2011,Manual,55768,Diesel,10351,20.9,1.5,382978.37
Maruti,Swift,2018,Manual,44390,Petrol,20119,18.9,1.6,425600.5
Hyundai,Creta,2017,Manual,66208,CNG,29372,10.7,1.2,758097.61
Toyota,RAV4,2011,Manual,164520,Petrol,19236,29.5,1.2,462935.58
Maruti,Dzire,2023,Manual,106514,CNG,5267,21.1,1.8,743374.35
Honda,CR-V,2014,Automatic,57435,Petrol,14278,17.1,1.5,749926.17
Honda,Amaze,2019,Manual,65014,Petrol,13817,20.8,2.0,888014.47
Honda,Civic,2014,Manual,150047,Petrol,16548,24.2,2.0,567158.64
Ford,Kuga,2026,Manual,24170,Diesel,27038,13.7,1.6,1192861.08
Maruti,Brezza,2022,Manual,112636,Petrol,34937,29.6,1.6,723062.31
Toyota,Corolla,2016,Manual,31850,Petrol,34716,27.4,1.8,806221.74
Honda,City,2022,Automatic,181993,Hybrid,30797,32.0,1.2,1005470.67
Honda,City,2014,Automatic,216037,Petrol,4498,10.6,1.6,439103.61
Honda,City,2012,Automatic,36398,Diesel,1256,30.1,1.4,681117.8
Ford,Fiesta,2016,Automatic,156310,Diesel,21542,26.6,2.0,331456.14
Toyota,Prius,2010,Manual,30999,Diesel,7994,16.0,1.8,541819.92
Toyota,Yaris,2016,Automatic,57841,Diesel,31795,12.3,2.0,1062179.67
Maruti,Swift,2023,Automatic,148607,Petrol,29379,19.9,1.2,754999.17
Maruti,Brezza,2010,Manual,66807,Petrol,21620,20.0,1.8,123272.6
Honda,CR-V,2017,Manual,89931,Petrol,373,27.1,1.6,768938.33
Honda,CR-V,2025,Manual,192496,Hybrid,3463,16.0,1.6,1000329.81
Hyundai,i20,2008,Manual,155408,Petrol,26044,27.7,1.5,120000.0
Honda,Civic,2015,Automatic,25702,Petrol,33609,25.2,1.0,609829.83
Hyundai,Tucson,2014,Automatic,208755,Petrol,32831,13.4,1.4,350785.33
Toyota,Camry,2014,Manual,125975,Petrol,4546,25.7,1.2,510964.86
Ford,Focus,2009,Automatic,204894,Petrol,10982,13.1,1.0,120000.0
Ford,Focus,2011,Automatic,117173,Petrol,25538,11.1,2.0,482974.51
Toyota,Camry,2010,Manual,97525,Petrol,8664,27.8,1.0,199768.15
Hyundai,i20,2015,Automatic,211743,CNG,17318,26.3,1.0,213663.46
Honda,City,2024,Manual,163126,Petrol,8476,13.8,1.0,967493.65
Ford,Focus,2018,Automatic,75052,Petrol,4442,30.5,1.8,685995.46
Ford,Kuga,2009,Manual,174142,Petrol,2223,18.7,1.8,120000.0
Ford,Mondeo,2017,Automatic,89207,Petrol,13087,30.9,1.2,509448.68
Ford,Puma,2026,Automatic,197147,Petrol,6343,25.7,1.4,916466.77
Hyundai,Verna,2021,Automatic,28737,CNG,25269,30.6,2.0,1042222.71
Maruti,Dzire,2008,Automatic,107519,Hybrid,23077,30.0,2.0,155087.51
Ford,Fiesta,2026,Manual,191157,Petrol,63,14.9,1.0,606093.94
Maruti,Baleno,2017,Manual,153248,Petrol,7254,18.3,1.2,255503.74
Maruti,Ciaz,2023,Manual,90221,Petrol,3882,18.9,1.2,656615.17
Ford,Fiesta,2009,Automatic,215836,Hybrid,31434,26.1,1.6,168350.49
Hyundai,i10,2023,Automatic,160126,CNG,30494,14.2,1.6,917162.78
Toyota,Camry,2022,Automatic,45455,Petrol,18436,17.1,1.6,1073690.05
Maruti,Dzire,2012,Manual,2163,Petrol,23706,10.5,1.2,120000.0
Maruti,Dzire,2012,Automatic,86574,Petrol,32251,31.5,2.0,221218.02
Toyota,Yaris,2011,Manual,56147,Hybrid,21479,27.5,2.0,623845.58
Ford,Kuga,2021,Manual,194968,Petrol,25977,21.2,1.5,672274.1
Ford,Fiesta,2020,Manual,214748,Petrol,11528,22.9,1.4,417690.52
Toyota,Yaris,2020,Automatic,96693,Petrol,2482,14.2,1.5,1141001.42
Maruti,Brezza,2019,Automatic,153921,CNG,28998,27.3,1.2,503003.02
Maruti,Brezza,2008,Manual,74966,Petrol,27777,23.6,2.0,120000.0
Honda,City,2020,Automatic,204639,CNG,30342,26.4,1.4,672189.72
Ford,Fiesta,2021,Automatic,148282,Petrol,19551,29.9,1.5,802207.44
Maruti,Ciaz,2020,Manual,63326,Petrol,11736,23.4,1.4,500966.96
Maruti,Dzire,2023,Manual,165903,CNG,25592,29.2,2.0,720492.02
Toyota,RAV4,2021,Automatic,108245,Hybrid,6905,17.0,1.0,1102995.36
Honda,Civic,2023,Manual,114249,Petrol,22778,31.3,1.2,733974.92
Ford,Puma,2008,Manual,134088,Diesel,20325,18.5,1.2,120000.0
Honda,Jazz,2025,Manual,15603,Diesel,9027,20.8,1.0,1092210.45
Hyundai,Creta,2020,Automatic,133717,Petrol,33934,26.4,1.8,605611.1
Maruti,Ciaz,2017,Automatic,79044,Hybrid,7325,10.1,1.6,712316.49
Maruti,Baleno,2019,Manual,215761,Petrol,27034,26.7,2.0,303923.99
Ford,Puma,2012,Manual,199824,Diesel,4561,16.8,1.8,120000.0
Honda,Jazz,2012,Manual,7653,Hybrid,20569,11.4,1.8,661927.27
Honda,CR-V,2022,Manual,12617,Diesel,14567,14.0,1.5,933688.35
Ford,Fiesta,2023,Manual,140331,CNG,15454,30.8,1.4,768337.25
Honda,Civic,2023,Manual,198425,CNG,18643,24.1,1.0,622692.32
Maruti,Ciaz,2014,Manual,212127,Diesel,7704,16.2,2.0,120000.0
Honda,Amaze,2008,Automatic,86835,Petrol,8677,30.4,1.6,242351.06
Hyundai,Tucson,2019,Manual,4950,Diesel,6342,27.8,1.2,763497.46
Maruti,Dzire,2008,Automatic,122680,CNG,779,29.1,2.0,120000.0
Honda,City,2013,Manual,201591,Diesel,32302,29.4,1.6,362218.48
Maruti,Brezza,2023,Manual,58708,Petrol,29616,20.0,2.0,875632.96
Maruti,Ciaz,2013,Manual,153784,Petrol,27347,25.0,1.4,125914.34
Maruti,Dzire,2024,Manual,34326,Diesel,4768,29.5,1.5,919903.22
Hyundai,i10,2019,Automatic,28939,Hybrid,20819,17.4,1.4,980452.93
Hyundai,Tucson,2019,Automatic,79285,CNG,14461,18.9,1.0,719830.69
Hyundai,i10,2011,Automatic,38346,Hybrid,33789,25.0,2.0,525793.83
Maruti,Baleno,2011,Automatic,61096,Petrol,13571,16.3,1.0,199830.62
Toyota,Camry,2025,Manual,38847,Diesel,10288,14.7,1.6,1319774.77
Hyundai,i20,2024,Manual,168052,Hybrid,18827,16.8,1.6,846596.33
Hyundai,Verna,2013,Manual,163128,CNG,32463,11.5,1.4,120000.0
Toyota,Prius,2017,Automatic,139109,Petrol,8745,24.1,1.4,623531.44
Hyundai,i20,2022,Manual,126188,Petrol,8156,30.9,1.4,863035.45
Hyundai,Creta,2009,Automatic,57854,Petrol,16353,15.3,1.4,233653.76
Maruti,Swift,2013,Manual,178166,Petrol,33146,21.1,1.4,120000.0
Maruti,Ciaz,2011,Manual,99363,Petrol,32452,22.9,1.6,158377.53
Toyota,RAV4,2018,Automatic,110401,CNG,13001,19.9,1.2,719121.97
Toyota,Prius,2009,Manual,8799,Petrol,32589,31.1,1.5,535229.43
Honda,Amaze,2022,Automatic,14930,Petrol,4757,20.9,1.2,1011378.06
Hyundai,i20,2026,Manual,177986,Petrol,30858,18.7,1.4,843549.75
Toyota,RAV4,2026,Manual,49826,Petrol,18331,10.5,1.2,1272539.01
Hyundai,Creta,2010,Manual,138423,Petrol,8303,15.8,1.8,129599.21
Maruti,Ciaz,2022,Automatic,140656,Petrol,10132,24.6,1.5,752242.62
Ford,Kuga,2012,Automatic,150517,Hybrid,7702,18.5,1.2,228954.11
Hyundai,Creta,2019,Automatic,47809,Diesel,9943,13.9,1.2,687421.13
Hyundai,i20,2014,Manual,27450,Petrol,20676,23.2,1.6,604675.22
Toyota,Prius,2026,Manual,167584,Diesel,4325,12.2,1.6,1074345.02
Ford,Kuga,2017,Manual,162974,Petrol,17215,10.4,1.8,476131.25
Maruti,Brezza,2018,Automatic,28852,Hybrid,18832,30.0,1.8,799062.36
Hyundai,Tucson,2023,Automatic,170259,Petrol,12293,27.9,1.5,927467.82
Hyundai,i10,2020,Manual,4527,Petrol,25628,11.9,1.2,892159.16
Ford,Focus,2023,Manual,106910,Petrol,16681,26.8,1.2,785886.38
Hyundai,i10,2021,Automatic,48915,Petrol,1417,12.7,1.0,798285.85
Honda,CR-V,2008,Manual,167314,Petrol,20196,17.5,2.0,120000.0
Maruti,Baleno,2023,Automatic,86728,Petrol,20419,11.4,1.0,789142.47
Maruti,Ciaz,2015,Automatic,126596,Petrol,19593,10.2,1.2,354356.31
Toyota,RAV4,2025,Manual,218300,Petrol,2145,21.6,1.6,935091.41
Hyundai,Tucson,2026,Automatic,100475,Petrol,28598,28.9,1.4,1090155.36
Hyundai,Verna,2021,Automatic,99997,Petrol,12258,30.2,1.6,888225.78
Maruti,Dzire,2018,Manual,82811,Petrol,28609,30.5,1.6,423776.02
Ford,Fiesta,2008,Manual,152044,Hybrid,2131,19.4,1.8,120000.0
Toyota,Camry,2019,Manual,71535,Petrol,32978,21.6,1.8,975068.21
Hyundai,i20,2009,Automatic,166440,Hybrid,18602,29.2,1.4,120000.0
Toyota,Yaris,2009,Manual,177298,Petrol,16901,21.3,1.8,299942.55
Hyundai,i20,2020,Manual,9366,Petrol,22854,21.1,1.6,991052.56
Hyundai,Verna,2019,Manual,24498,Diesel,21330,24.2,1.8,871488.86
Maruti,Swift,2009,Automatic,26085,CNG,32524,16.7,1.8,243802.03
Maruti,Brezza,2008,Manual,2165,Hybrid,27071,29.3,2.0,307153.95
Toyota,Yaris,2012,Manual,172905,Petrol,18182,19.9,2.0,481470.48
Maruti,Swift,2016,Automatic,15618,Diesel,23744,23.4,1.0,448682.96
Maruti,Brezza,2008,Manual,158774,Petrol,13038,15.8,2.0,120000.0
Toyota,Camry,2019,Automatic,207431,Petrol,17940,20.1,1.2,793383.55
Maruti,Dzire,2011,Manual,113769,Petrol,27677,18.2,1.6,120000.0
Toyota,RAV4,2024,Manual,75586,Diesel,14080,13.6,1.0,1141362.81
Maruti,Swift,2013,Automatic,145418,Petrol,8870,11.6,1.0,120000.0
Honda,Jazz,2026,Manual,23177,Petrol,13368,22.4,1.4,1233479.75
Maruti,Baleno,2026,Automatic,158583,Petrol,29614,26.2,1.8,866707.24
Maruti,Baleno,2009,Manual,108272,Diesel,19996,31.0,1.6,120000.0
Toyota,Yaris,2023,Manual,69986,Petrol,10241,17.9,2.0,1280332.55
Honda,Amaze,2023,Manual,56494,Petrol,32562,18.0,1.6,1094963.11
Toyota,Corolla,2012,Manual,184101,Diesel,27446,26.8,1.2,235715.46
Maruti,Baleno,2010,Automatic,31272,Petrol,29890,27.7,1.6,281151.8
Honda,Amaze,2025,Manual,192366,Diesel,30523,16.4,1.6,1043522.69
Hyundai,Verna,2014,Automatic,64793,Petrol,27988,19.5,1.0,253144.45
Ford,Mondeo,2025,Manual,101966,Petrol,21836,22.4,1.0,994366.86
Hyundai,i10,2024,Automatic,196567,CNG,14552,23.2,1.4,704181.28
Hyundai,i20,2024,Manual,149755,Diesel,27181,22.1,1.2,672108.42
Maruti,Dzire,2025,Automatic,131512,Petrol,17901,26.1,1.2,898200.84
Honda,Civic,2012,Manual,120019,Petrol,22201,28.0,1.5,208837.29
Maruti,Baleno,2022,Automatic,88992,Diesel,3787,30.5,1.0,762771.63
Ford,Kuga,2010,Automatic,38710,Hybrid,4622,15.8,1.0,258854.62
Honda,Civic,2012,Automatic,130278,Petrol,201,19.4,1.6,398064.85
Ford,Focus,2024,Automatic,218199,Petrol,1,31.0,1.6,794547.73
Honda,CR-V,2023,Automatic,208092,Diesel,4411,29.3,2.0,976543.04
Honda,Civic,2021,Manual,174427,Diesel,8455,22.2,1.5,843850.91
Honda,Jazz,2013,Automatic,21373,Petrol,13738,16.4,1.4,772098.36
Hyundai,Verna,2026,Manual,99192,Petrol,25788,20.5,1.4,1175248.05
Honda,CR-V,2018,Manual,91771,Petrol,24342,25.4,1.2,631096.93
Hyundai,Tucson,2021,Automatic,99608,Petrol,18703,28.3,1.6,994946.15
Hyundai,Tucson,2022,Automatic,79169,Diesel,27120,12.9,1.4,845598.12
Maruti,Dzire,2010,Manual,168607,Petrol,10375,16.2,1.4,120000.0
Toyota,Prius,2014,Automatic,158563,Petrol,34177,24.2,1.0,436546.24
Ford,Kuga,2013,Automatic,181745,Petrol,3084,28.6,1.8,315063.88
Hyundai,i10,2011,Automatic,103335,CNG,19777,30.9,1.0,321335.91
